"Campaign name","Ad set name","Ad name",Day,"Delivery status","Delivery level","Result type",Results,"Cost per result","Amount spent (AUD)",Impressions,Reach,"Attribution setting","Quality ranking","Engagement rate ranking","Conversion rate ranking","Ad set name",Purchases,"Purchases conversion value","Link clicks","Reporting starts","Reporting ends"
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-17,not_delivering,ad,,,,3.4,209,153,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,1,2025-12-17,2025-12-17
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-17,not_delivering,ad,,,,2.16,107,72,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,2,2025-12-17,2025-12-17
"RB | Sales | Adv+ | Christmas Sale | 161225","Adset 1 | Tier 1 | Open | 161225","Static | COT Sheet | Boxing day Sale",2025-12-17,not_delivering,ad,,,,6.15,190,109,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Open | 161225",,,3,2025-12-17,2025-12-17
"RB | Sales | Adv+ | Christmas Sale | 161225","Adset 1 | Tier 1 | Open | 161225","Static | Comfy change matt | Boxing day Sale",2025-12-17,not_delivering,ad,,,,16.74,759,490,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Open | 161225",,,14,2025-12-17,2025-12-17
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-16,not_delivering,ad,,,,1.6,61,47,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,,2025-12-16,2025-12-16
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2025-12-16,inactive,ad,,,,3.02,261,191,Incremental,-,-,-,New_Creatives_Ad_set,,,11,2025-12-16,2025-12-16
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-16,not_delivering,ad,,,,0.01,1,1,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,,2025-12-16,2025-12-16
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-16,inactive,ad,,,,6.5,341,211,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,2,2025-12-16,2025-12-16
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2025-12-16,inactive,ad,,,,7.84,748,548,Incremental,-,-,-,New_Creatives_Ad_set,,,26,2025-12-16,2025-12-16
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2025-12-16,inactive,ad,,,,3.17,218,157,Incremental,-,-,-,New_Creatives_Ad_set,,,5,2025-12-16,2025-12-16
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 1 | Comfy",2025-12-16,not_delivering,ad,,,,5.44,244,157,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,1,2025-12-16,2025-12-16
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-12-16,not_delivering,ad,,,,36.35,966,762,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,3,2025-12-16,2025-12-16
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-16,not_delivering,ad,,,,3.75,155,110,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,1,2025-12-16,2025-12-16
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-16,not_delivering,ad,,,,0.63,57,48,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,,2025-12-16,2025-12-16
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-16,not_delivering,ad,,,,3.35,204,153,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,6,2025-12-16,2025-12-16
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Allure – Dove Grey",2025-12-16,inactive,ad,,,,0,1,1,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-16,2025-12-16
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Aston",2025-12-16,inactive,ad,,,,0.26,4,4,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-16,2025-12-16
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2025-12-15,inactive,ad,,,,2.37,205,156,Incremental,-,-,-,New_Creatives_Ad_set,,,7,2025-12-15,2025-12-15
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Evolve 4-in-1 Sandstone",2025-12-15,inactive,ad,,,,0,1,1,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-15,2025-12-15
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 1 | Comfy",2025-12-15,not_delivering,ad,,,,5.68,286,179,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,1,2025-12-15,2025-12-15
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-15,inactive,ad,,,,5.95,294,195,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,3,2025-12-15,2025-12-15
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2025-12-15,inactive,ad,,,,9.49,833,572,Incremental,-,-,-,New_Creatives_Ad_set,,,20,2025-12-15,2025-12-15
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2025-12-15,inactive,ad,,,,4.84,222,168,Incremental,-,-,-,New_Creatives_Ad_set,,,7,2025-12-15,2025-12-15
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-15,not_delivering,ad,,,,0.84,51,42,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,,2025-12-15,2025-12-15
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-12-15,not_delivering,ad,,,,35.83,978,762,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,1,2025-12-15,2025-12-15
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-15,not_delivering,ad,,,,3.48,156,124,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,1,2025-12-15,2025-12-15
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-15,not_delivering,ad,,,,0.84,65,60,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,2,2025-12-15,2025-12-15
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-15,not_delivering,ad,,,,3.83,243,173,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,1,2025-12-15,2025-12-15
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Aston",2025-12-15,inactive,ad,,,,0.03,11,10,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-15,2025-12-15
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2025-12-14,inactive,ad,,,,4.16,311,233,Incremental,-,-,-,New_Creatives_Ad_set,,,7,2025-12-14,2025-12-14
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Evolve 4-in-1 Sandstone",2025-12-14,inactive,ad,,,,0,3,3,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-14,2025-12-14
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 1 | Comfy",2025-12-14,not_delivering,ad,,,,5.98,293,196,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,3,2025-12-14,2025-12-14
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2025-12-14,inactive,ad,,,,2.41,260,207,Incremental,-,-,-,New_Creatives_Ad_set,,,9,2025-12-14,2025-12-14
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-14,inactive,ad,,,,9.75,324,199,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,1,2025-12-14,2025-12-14
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2025-12-14,inactive,ad,,,,11.38,1074,738,Incremental,-,-,-,New_Creatives_Ad_set,,,29,2025-12-14,2025-12-14
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-14,not_delivering,ad,,,,0.7,68,62,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,,2025-12-14,2025-12-14
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-14,not_delivering,ad,,,,1.56,68,50,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,2,2025-12-14,2025-12-14
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-14,not_delivering,ad,,,,2.72,145,116,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,5,2025-12-14,2025-12-14
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-14,not_delivering,ad,,,,5.87,216,147,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,4,2025-12-14,2025-12-14
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Allure – Dove Grey",2025-12-14,inactive,ad,,,,0,3,3,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-14,2025-12-14
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-12-14,not_delivering,ad,,,,48.21,949,723,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,1,2025-12-14,2025-12-14
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-13,not_delivering,ad,,,,1.25,61,54,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,,2025-12-13,2025-12-13
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2025-12-13,inactive,ad,,,,2.08,268,222,Incremental,-,-,-,New_Creatives_Ad_set,,,6,2025-12-13,2025-12-13
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 1 | Comfy",2025-12-13,not_delivering,ad,,,,3.89,207,152,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,3,2025-12-13,2025-12-13
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-13,not_delivering,ad,,,,0.04,3,3,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,,2025-12-13,2025-12-13
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2025-12-13,inactive,ad,"Website purchases",0,,9.23,811,593,Incremental,-,-,-,New_Creatives_Ad_set,0,35.09,30,2025-12-13,2025-12-13
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2025-12-13,inactive,ad,,,,3.58,257,196,Incremental,-,-,-,New_Creatives_Ad_set,,,5,2025-12-13,2025-12-13
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-13,inactive,ad,,,,7.62,324,214,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,,2025-12-13,2025-12-13
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-12-13,not_delivering,ad,,,,46.34,926,639,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,4,2025-12-13,2025-12-13
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-13,not_delivering,ad,,,,0.49,52,49,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,1,2025-12-13,2025-12-13
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-13,not_delivering,ad,,,,0.36,32,26,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,,2025-12-13,2025-12-13
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Aston",2025-12-13,inactive,ad,,,,0.04,5,5,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-13,2025-12-13
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Bedding",2025-12-13,inactive,ad,,,,0,2,2,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-13,2025-12-13
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-13,not_delivering,ad,,,,1.51,104,84,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,1,2025-12-13,2025-12-13
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2025-12-12,inactive,ad,,,,11.05,1031,719,Incremental,-,-,-,New_Creatives_Ad_set,,,21,2025-12-12,2025-12-12
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2025-12-12,inactive,ad,,,,2.15,248,194,Incremental,-,-,-,New_Creatives_Ad_set,,,3,2025-12-12,2025-12-12
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 1 | Comfy",2025-12-12,not_delivering,ad,,,,7.23,360,228,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,3,2025-12-12,2025-12-12
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-12,not_delivering,ad,,,,0.28,13,12,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,,2025-12-12,2025-12-12
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-12,inactive,ad,,,,8.03,325,209,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,3,2025-12-12,2025-12-12
"Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...","Instagram post: 🎊🎊🎊 COCOON manual & full electric...",2025-12-12,not_delivering,ad,,,,32.29,647,517,"7-day click",-,-,-,"Instagram post: 🎊🎊🎊 COCOON manual & full electric...",,,2,2025-12-12,2025-12-12
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2025-12-12,inactive,ad,,,,5.53,364,275,Incremental,-,-,-,New_Creatives_Ad_set,,,12,2025-12-12,2025-12-12
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-12,not_delivering,ad,,,,1.74,80,71,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,5,2025-12-12,2025-12-12
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-12,not_delivering,ad,,,,1.44,93,75,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,2,2025-12-12,2025-12-12
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-12,not_delivering,ad,,,,0.96,86,64,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,1,2025-12-12,2025-12-12
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-11,not_delivering,ad,,,,1.11,56,43,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,2,2025-12-11,2025-12-11
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 1 | Comfy",2025-12-11,not_delivering,ad,,,,10.38,448,292,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,3,2025-12-11,2025-12-11
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-11,not_delivering,ad,,,,1.33,55,48,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,1,2025-12-11,2025-12-11
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Evolve 4-in-1 Sandstone",2025-12-11,inactive,ad,,,,0.01,1,1,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-11,2025-12-11
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2025-12-11,inactive,ad,,,,1.25,230,195,Incremental,-,-,-,New_Creatives_Ad_set,,,9,2025-12-11,2025-12-11
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2025-12-11,inactive,ad,,,,12.07,1257,936,Incremental,-,-,-,New_Creatives_Ad_set,,,28,2025-12-11,2025-12-11
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-11,inactive,ad,,,,2.53,153,138,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,,2025-12-11,2025-12-11
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Coccon Comfy Change Mat",2025-12-11,not_delivering,ad,,,,0.01,1,1,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,,2025-12-11,2025-12-11
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2025-12-11,inactive,ad,,,,6.89,523,396,Incremental,-,-,-,New_Creatives_Ad_set,,,11,2025-12-11,2025-12-11
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 3 | Vibe dresser",2025-12-11,not_delivering,ad,,,,8.35,335,202,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,7,2025-12-11,2025-12-11
"RB | Sales | IB | ABO | 261125","Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-11,not_delivering,ad,,,,4.12,207,133,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 2 | Tier 1 | Parenting & family | M&F - 24-55 | 261125",,,,2025-12-11,2025-12-11
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Aston",2025-12-11,inactive,ad,,,,0.02,3,3,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-11,2025-12-11
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Bedding",2025-12-11,inactive,ad,,,,0,2,2,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-11,2025-12-11
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Vibe Dresser – Sandstone",2025-12-10,inactive,ad,,,,7,435,323,Incremental,-,-,-,New_Creatives_Ad_set,,,14,2025-12-10,2025-12-10
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"COCOON BONDI Electric Recliner Glider Chair in Light Grey Boucle",2025-12-10,inactive,ad,,,,0.89,205,175,Incremental,-,-,-,New_Creatives_Ad_set,,,4,2025-12-10,2025-12-10
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 1 | Comfy",2025-12-10,not_delivering,ad,,,,10.38,491,327,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,3,2025-12-10,2025-12-10
"RB | Sales | IB | ABO | 261125","Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125","Static 2 | Bedding",2025-12-10,not_delivering,ad,,,,0.8,36,34,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"Adset 1 | Tier 1 | Nursery & Baby furniture | M&F - 24-55 | 261125",,,,2025-12-10,2025-12-10
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Coccon Comfy Change Mat",2025-12-10,inactive,ad,,,,13.96,1135,835,Incremental,-,-,-,New_Creatives_Ad_set,,,20,2025-12-10,2025-12-10
RB_Cocoon_Sales_081025,New_Creatives_Ad_set,"Cocoon Evolve 4-in-1 Sandstone",2025-12-10,inactive,ad,,,,0.02,2,2,Incremental,-,-,-,New_Creatives_Ad_set,,,,2025-12-10,2025-12-10
